Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
215bfc8f-beeb-4ff2-9c3c-7c1ba801149b,6f0620d8-56a1-49bd-82f4-e2a02b6818b8,Safety / Facilities,0352,,Comprehensive Dental Diagnostic Service
8671f4c6-b12e-424f-8a37-1487ad7652a3,72780f84-bbfa-43c4-ba6d-b96381d064d8,Safety / Facilities,0701,,"Based on observations, record review and
interview the intermediate care facility for
individuals with intellectual disabilities (ICF-IID)
failed to implement appropriate measures
outlined in facility policies and procedures to
actively prevent the spread of COVID-19 to
individuals living in the home. Specifically, the
ICF-IID failed to ensure the staff screening
process took place prior to entering the home and
failed to assure traveling nursing staff donned
proper personal protective equipment (PPE) and
followed the facility's handwashing procedures.
Findings include:
I. Observations
A. First focused
1. Prior to entering the home for observation on
8/17/20 at 4:50 p.m. the program manager (PM)
asked a series of COVID-19 related questions,
performed a temperature check and determined
oxygen saturation using an oximeter for two visitors. Following the first screening, the PM
used an alcohol swab to wipe down the remote
thermometer before taking the second visitor's
temperature. The oximeter was placed on the
second visitor's finger without disinfecting the
device.
2. Later that evening, at 6:40 p.m., the PM was
asked about the infection control process for the
oximeter. Initially, she was unable to answer the
question and said she needed to research the
information. She excused herself from the area
and returned approximately 5 minutes later. She
stated the infection control procedure for the
oximeter was to wipe down the device with
alcohol between each use.
3. At approximately 6:00 p.m., contrary to the
facility's COVID-19 infection control policy, the
lead staff of the facility was observed completing
the screening process after entering the home.
He documented his temperature and oxygen
saturation on a form affixed to a clipboard which
sat on a table adjacent to the front door. Alcohol
wipes, extra masks, an oximeter and
thermometer were also on the table. Hand
sanitizer was not on the table for use when
entering or exiting the home.
4. Licensed practical nurse (LPN) #1 was
observed entering the facility at 6:42p.m. She
proceeded to complete the COVID-19 screening
process after she entered the home. First, she
was observed wiping both the remote
thermometer and oximeter down with alcohol.
While both devices dried she filled out the
screening questionnaire. Next, she took her
temperature and her oxygen saturation. She sat
the oximeter down on the table without
disinfecting the device. After donning a gown and mask she picked up the wrappers from the
alcohol swabs she used and threw them in a
trash can. LPN #1 was then observed walking
directly from the screening table to the medication
cart in the living room without washing her hands
or using hand sanitizer. She proceeded to
prepare and administer individual #3's medication
without washing her hands, using hand sanitizer
or putting on gloves.
LPN #1 prepared individual #1's medications
next. She was not observed using hand sanitizer,
washing her hands or donning gloves prior to
preparing individual #1's medication. After his oral
medication and creams were placed in two
different plastic medication cups, the LPN walked
to the kitchen pantry. She got a pudding cup from
the pantry. She said, individual #1 preferred his
medications in pudding. A later observation
revealed pudding was available in the cabinet
next to the medication cart in the living room. She
proceeded to mix his oral medications with a
small amount of pudding. At 7:02 p.m., the LPN
entered individual #1's bedroom to administer his
medications. Before she fed him his medication,
she put on gloves. Following his oral medication
administration, she rubbed cream onto his right
arm. The LPN doffed and disposed of her gloves
before leaving the bedroom. She then walked to
the kitchen and washed her hands before
preparing individual #2's medication. The LPN
prepared individual #2's medication without
putting on gloves, and fed them to her in pudding
while the individual was in the bathroom getting
dressed after a shower.
B. Second focused
The facility registered nurse (RN) was observed
entering the home on 8/18/20 at 11:53 a.m. He
proceeded to fill out the COVID-19 screening form information, take his temperature and
oxygen saturation inside the front door. He
donned a new mask before asking the PM why
hand sanitizer was not available at the screening
station. The RN washed his hands at the kitchen
sink and joined the PM for a meeting. At
approximately 12:28 p.m., the RN wearing a
mask and gloves, was observed administering a
medication to individual #3. He was not wearing
goggles or a gown.
II. Record review
A. A document titled COVID-19 Essential Persons
Screening was reviewed on 8/18/20. The
document read all essential persons entering the
home were required to be screened as a COVID
19 infection control prevention strategy. The
document contained the following five questions
staff were expected to ask essential personnel
entering the home:
-""Have you had signs or symptoms of a
respiratory infection, such as a fever (above 100
degrees), new or worsening cough, shortness of
breath, sore throat, chill, repeated shaking with
chills, muscle pain, headache (with other
symptoms), new loss of taste or smell, fatigue,
congestion or runny nose, nausea or vomiting,
diarrhea, and/or oxygen level below 88%?""
-""Have you had contact in the last 14 days with
someone with a confirmed or suspected
diagnosis of COVID-19?""
-""Have you been tested for COVID and still
awaiting test results?""
-""Have you been quarantined by public health or
been advised to self-isolate by a physician within
the last 14 days?""
-""Have you traveled internationally within the last
14 days to countries with sustained community
transmission?"" The document read ""essential persons shall only
enter the home if they respond 'no' to every
screening criterion question above"". Per the
observations above, nursing staff and facility staff
entered the home and then completed the
screening process.
B. A document titled Handwashing Procedure
was reviewed on 8/18/20. It read handwashing
was the ""single most important measure to
reduce the risks of transmitting microorganisms
from one person to another or from one site to
another on the same person."" In pertinent part, it
instructed staff to wash their hands with soap and
water before and after the following:
-Any direct care task
-Working with any person supported
-Application of gloves
-Food Preparation
-Using the bathroom
Per the above observations, LPN #1 did not
implement appropriate handwashing techniques
prior to, during or following medication
administration between individuals.
C. A document titled Nurse PPE/Minimal Contact
Information was reviewed on 8/18/20. The
document contained the following PPE
requirements for nurses:
- ""You will each have a kit (unlabeled) which
contains gown, mask, 2 pairs shoe covers. Pick a
kit, put your name on it. You will have a kit at each
program. (Plus we will have a few spares at each
program). Goggles need to be worn as well, if you
do not wear glasses.""
- ""You will use this same gown, mask and shoe covers minimally for 1 week. You will put the PPE
on, use it only for that program, and then rebag
it.""
- ""If you do not want to wear the shoe covers, you
must disinfect your shoes prior to entering the
next house (or have back up shoes in the car -
but each program you work needs separate
pair).""
- ""If you need a pair of goggles and do not already
have them, there will be a few extras at each
house. They will need to be disinfected each time
and reused by you - so if you get a pair, put them
in your bag.""
Per the observations above, LPN #1 did not wear
the recommended full PPE (gown, mask, shoe
coverings and goggles) upon entering the facility.
III. Interview
The director of nursing (DON) was interviewed on
8/18/20 at 9:49 a.m. concerning PPE
expectations for nursing staff entering the home.
She said because the facility's LPNs and RN
travel from home to home she expected nursing
to complete the screening process prior to
entering the home. When asked where nursing
staff should complete the screening, she
answered with ""technically outside."" The DON
further stated she was aware screening was not
taking place prior to entering the home, but facility
policy and procedure dictated the process should
be completed outside of the home. She further
stated, nursing staff was expected to don a gown,
mask, goggles or face shield and shoe covers.
The DON said shoe covers were optional, but if
they were declined by nursing staff, the staff were
required to have a different pair of shoes to wear
for each new environment they entered. She also
stated each nurse had an assigned PPE kit. The DON was informed of the above observations
and confirmed all staff and visitor COVID-19
screening should occur outside the home, the
oximeter needed to be disinfected between uses
and traveling nurses were required to don full
PPE, follow the facility's hand washing procedure
and don new gloves between working with
individuals. The DON did state that if the home
was the first home nursing staff visited that day,
full PPE would not be required. Standard PPE
(mask and gloves) was the expectation if the
nurse hadn't visited another facility that day."
34a0d877-5082-4c3a-9917-2343f6823183,9b9da34b-ae0b-4652-91e2-d983dc864ef3,Safety / Facilities,0368,,Drug Administration
1d751590-8423-4fcd-869e-2f0c498e6786,9b9da34b-ae0b-4652-91e2-d983dc864ef3,Safety / Facilities,0268,,Conduct Toward Client
ce133f97-fbd2-4e04-ae81-92a15b1fe310,9b9da34b-ae0b-4652-91e2-d983dc864ef3,Safety / Facilities,0473,,Meal Services
2902b3f3-0c6c-448d-a52a-49bea8eb45eb,9b9da34b-ae0b-4652-91e2-d983dc864ef3,Safety / Facilities,0196,,Active treatment
61a8d9c3-be4a-46c8-8076-8c034116a062,9b9da34b-ae0b-4652-91e2-d983dc864ef3,Safety / Facilities,0455,,Infection Control
0c34da41-e3c6-46be-9385-da94e16374a6,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,S012,,MeetLicStd
567d083f-50ff-4018-af13-f6e02b14cfaa,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,M330,,Procedural Requirements
06445b34-fa97-4ce0-9552-a8dd7ad5ae9b,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,W336,,Nursing Services
e448f45b-7bbd-4c13-a15a-b0f1911191a4,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,W260,,Program Monitoring & Change
e2f3e3e6-1f70-4137-9f48-e921775a6ad6,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,W252,,Program Documentation
cd521d46-050d-4ab0-94ec-c3764f4540e1,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,W203,,"Admissions, Transfers, Discharge"
b3433a94-76c3-4bb1-b733-bd3bfba03513,c21e5d34-91a5-4bc6-b66c-9a3902de43c4,Safety / Facilities,W111,,Client Records
3e6123ce-4a48-45af-b700-48c753e962e5,4cf075a7-ecc9-4496-91a1-55244ed21fc8,Safety / Facilities,M173,,Gen Req./Pressure Test of Gas Lines
1168e4b8-61c9-4b3b-b2ae-cb2436f7a791,4cf075a7-ecc9-4496-91a1-55244ed21fc8,Safety / Facilities,M162,,"Gen. Req./Building etc,. Good Repair"
4c6b1f33-0fb4-4a17-9867-ff1f7817e08b,4cf075a7-ecc9-4496-91a1-55244ed21fc8,Safety / Facilities,M160,,Applicable Codes/Attics
83df8e1c-c399-4243-863b-253e4e31bbbd,149b9661-c4ca-4ee7-9382-114fbc5a775b,Safety / Facilities,0473,,Meal Services
3dec603d-2568-4ebc-9e84-c59f208b25cf,c1cc3215-ab5b-445f-8636-24827ebaeb74,Safety / Facilities,M321,,Safety Operations/Sprinkler System
35b1b6c5-d36f-458c-8a95-086503f5905c,c1cc3215-ab5b-445f-8636-24827ebaeb74,Safety / Facilities,M281,,Storage/Hazardous Items
9bd18f4e-f82b-46e5-9db3-5064f4773044,c1cc3215-ab5b-445f-8636-24827ebaeb74,Safety / Facilities,M169,,Gen.Req./walls and Floors Free of Cracks
388cb5cf-a508-4326-8be4-df12d4afbb28,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,W455,,INFECTION CONTROL
8ff708d3-ffd0-41d4-b31e-eccc400f595d,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,W323,,PHYSICIAN SERVICES
5697a5c0-b7d5-41ef-9ea5-ea10ada2486d,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,W312,,DRUG USAGE
cf2a26fe-a432-41f4-9e04-0389ccb013cb,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,W263,,PROGRAM MONITORING & CHANGE
686b3c3c-445b-497e-852d-8d57707f7c55,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,W262,,PROGRAM MONITORING & CHANGE
8d3f378d-67dc-4294-97f5-06f4b91aec5e,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,M400,,Emergency Rule for Intermediate Care Facility
b54a4936-0b77-44db-b320-20a7b172e5c2,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,M398,,Emergency Rule for Intermediate Care Facility
dfeda6d5-e790-4939-9aee-60b0c0954395,e5dc55ac-fb0e-4860-a51e-a0214b528d1f,Safety / Facilities,S012,,MeetLicStd: Standards/ Adopted by Reference
1cb7a292-4621-4600-b541-2cb1bcbcae7f,4a552c59-1743-4a65-81d2-c840c052865f,Safety / Facilities,E716,,"This STANDARD is not met as evidenced by:
 E 716
Based on observations, interviews and record
review, the facility failed to properly prevent and
contain COVID-19. Specifically, staff failed to
follow Standard Precautions and perform
consistent hand hygiene to prevent the spread of
infection. Three of the five individuals (individuals
#2, #3 and #5) residing in the home were
hospitalized due to COVID-19. One individual
(#1) exhibited symptoms of COVID-19 and had
been isolated at home.
Findings include:
1. Observation
An observation of the home was conducted on
8/10/20 from 12:41 p.m. to 1:45 p.m. The
registered nurse (RN) and the licensed practical
nurse (LPN) were present during the observation.
During the observation direct support professional
(DSP) #1 was observed assisting individual #1 by attaching a communication device to his
wheelchair. She was wearing gloves and a
surgical mask. After assisting individual #1 she
was observed going into individual #4's room to
get him a ball. She tossed him the ball but did not
change her gloves or perform hand hygiene after
assisting individual #1. After tossing the ball to
individual #4 she was observed preparing
individual #1 to go outside. With the same gloves
on, she reached into a bin containing lotions and
creams. She removed a container of sunscreen
which she applied to individual #1's skin. She was
observed to put the sunscreen container back
into the bin. She did not perform hand hygiene
before removing the sunscreen from the bin and
she did not change her gloves or wash her hands
before putting the sunscreen back into the bin,
thereby potentially contaminating all items in the
bin.
When asked, she agreed the bin contained items
shared between individuals in the home. She also
agreed she did not wash her hands prior to or
after applying the sunscreen to individual #1.
2. Document review
a. Review of the COVID-19 tracking report
provided by the facility on 8/11/20 revealed
individuals #2, #3 and #5 tested positive for
COVID-19 and individual #1 exhibited symptoms
of COVID-19, which included congestion or runny
nose. The tracking report also revealed
individuals #2, #3 and #5 were hospitalized on
7/23/20. Individual #3 was discharged on 8/4/20
but as reported by the RN, was admitted to a
skilled nursing facility due to weakness
subsequent to his illness. Individuals #2 and #5
were hospitalized as of 8/11/20 and had not yet
been discharged. b. Review of the document titled COVID-19
Coronavirus Support Protocol dated 4/7/20 under
the section titled Prevention - Level 1 Specific
Directions, read, in part, ""Following CDC
recommendations, to prevent an outbreak of
COVID-19, it is important to always use Standard
Precautions.""
3. Interview
a. The RN was interviewed during the home visit.
She agreed that taking items out of and placing
them back in a shared bin without proper hand
hygiene could potentially contaminate all the
items in the bin. She said, ""I see that now.""
b. The LPN also agreed the items could be
contaminated. She removed all the items from
the bin and cleaned them with disinfectant wipes
prior to replacing them in the bin."
369ed329-a6f7-429e-9533-740d16be27d0,e1a0b173-50c5-48a3-b9f7-c32d570463e3,Safety / Facilities,0701,,Infectious disease control program
88ee3a53-f74a-42be-bb81-cf3386fea5c9,1836b452-ecb1-4207-8f61-ca88d78d5df9,Safety / Facilities,W455,,Infection Control
c69630df-db6e-4a25-98c4-4f9dca8c1387,8487126f-bd0e-4284-ae1c-5d5de28440f0,Safety / Facilities,W263,,PROGRAM MONITORING & CHANGE
4b227777-11b5-46e9-8892-e3f9c2d8a622,8487126f-bd0e-4284-ae1c-5d5de28440f0,Safety / Facilities,W262,,PROGRAM MONITORING & CHANGE
e622f54d-2efa-4ec7-b264-1baa4d9bab2e,8487126f-bd0e-4284-ae1c-5d5de28440f0,Safety / Facilities,W153,,STAFF TREATMENT OF CLIENTS
a634599e-8abd-43a6-aba2-33c62e70907c,8487126f-bd0e-4284-ae1c-5d5de28440f0,Safety / Facilities,W125,,PROTECTION OF CLIENTS RIGHTS
e73326e2-c82c-4c01-99b1-f152ef4aa29c,8487126f-bd0e-4284-ae1c-5d5de28440f0,Safety / Facilities,W104,,"GOVERNING BODY CFR(s): 483.410(a)(1) The governing body must exercise general policy, budget, and operating direction over the facility."
a92f2e22-4565-4bdb-bd24-d299b23657ef,8487126f-bd0e-4284-ae1c-5d5de28440f0,Safety / Facilities,S012,,40 TAC §9.212; §90.42(c) MeetLicStd: Standards/Adopted by Reference
99824fca-ca38-4fed-b7ff-2f14b38f8a2b,b2063bb5-29cc-4641-9f8e-dace3b399611,Safety / Facilities,S741,,Smoking regulations
cddcfcf3-32b2-4e08-9d94-691c287bc02e,b2063bb5-29cc-4641-9f8e-dace3b399611,Safety / Facilities,S712,,Fire drills
3a13a185-985f-4513-a869-2b85c2408f11,b2063bb5-29cc-4641-9f8e-dace3b399611,Safety / Facilities,S353,,Sprinkler System - Maintenance and Testing
3e77b059-7eaf-41e5-a939-ccf232a85079,b2063bb5-29cc-4641-9f8e-dace3b399611,Safety / Facilities,S345,,Fire Alarm System - Testing and Maintenance
9883e72b-b022-4498-a1fe-eb5ecd83791c,327a09c8-196b-443b-ad5e-5db7881676aa,Safety / Facilities,M316,,Safety Operations/ Sprinkler Systems
ce298595-0f94-4c5e-b91c-b8c2282d6c9f,327a09c8-196b-443b-ad5e-5db7881676aa,Safety / Facilities,M289,,Elec. HVAC/ Exhaust System
0f3e5ecf-c36a-49f5-810d-5efc9e1add22,e0d4b099-c1d2-4a6f-8fe2-c5af3ee53dce,Safety / Facilities,M315,,Safety Operations/ Sprinkler Systems
cf1eb635-2521-48b5-b233-d28dd1b2644b,e0d4b099-c1d2-4a6f-8fe2-c5af3ee53dce,Safety / Facilities,M311,,Safety Operations/ Fire Alarm Systems
9a1813bc-5838-4c74-b9e7-4b41424ca95b,e0d4b099-c1d2-4a6f-8fe2-c5af3ee53dce,Safety / Facilities,M280,,Arch./ Sm. Fac.-Fire Rating
4178ee7d-1aa7-4470-85e1-ad66467729d3,e0d4b099-c1d2-4a6f-8fe2-c5af3ee53dce,Safety / Facilities,M173,,Gen. Req./ Pressure Test of Gas Lines
856b19d3-a6a4-41db-9d16-e9f0412b025a,e0d4b099-c1d2-4a6f-8fe2-c5af3ee53dce,Safety / Facilities,M084,,Contract Documents/ Floor Plan
f89cf6c6-417b-4c61-b6a4-4188373bbde7,e0d4b099-c1d2-4a6f-8fe2-c5af3ee53dce,Safety / Facilities,M072,,Fire Safety Plan / Fire Drills
26ce8e64-a33c-4925-a603-ff16a3bcb272,d0959c87-3648-4417-8c54-621c919ab5d3,Safety / Facilities,S012,,MeetLicStd: Standards/Adopted by Reference. ICF/IID facilities must comply with federal regulations
5da738c0-54fe-4009-874e-6797e09b8292,d0959c87-3648-4417-8c54-621c919ab5d3,Safety / Facilities,W352,,Comprehensive Dental Diagnostic Service
50816058-0dbf-4896-97f1-320633c9aff4,d0959c87-3648-4417-8c54-621c919ab5d3,Safety / Facilities,W263,,Program Monitoring & change
d8341814-0cf0-44ea-9fbd-45a978703c61,d0959c87-3648-4417-8c54-621c919ab5d3,Safety / Facilities,W262,,Program Monitoring and Change
cd9fa5db-955e-48bb-bd7d-3837216cca43,7ee397a3-0306-40b7-8de1-1b9db09c1229,Safety / Facilities,B686,,Regular On-Site Monitoring
a8827974-7374-47c1-916b-7fcfd885ac25,7ee397a3-0306-40b7-8de1-1b9db09c1229,Safety / Facilities,B472,,Thoroughly Investigated
bfab8633-b76a-4ace-aef7-b20b58ad8c3c,84f02d4d-eb87-4271-b006-de7815d9c1f8,Safety / Facilities,W481,,Menus for food actually servced must be kept on file for 30 days
31d61b7d-5075-4b03-b144-5ee2e0162da5,84f02d4d-eb87-4271-b006-de7815d9c1f8,Safety / Facilities,W460,,FOOD AND NUTRITION SERVICES
3eb17dc3-4d70-4b7e-99f9-efb944b568f3,84f02d4d-eb87-4271-b006-de7815d9c1f8,Safety / Facilities,E004,,"Develop EP Plan, Review and Update Annually"
9ec5d5f4-3f05-4575-ad36-42321dd15806,d9e7f387-aab6-418d-9df6-718f880af737,Safety / Facilities,E912,,"Medications Locked/Narcs Double
Locked:
This STANDARD is not met as evidenced by: a
loose medication dropped on the floor during
medication administration preparation and was
left unsecure on the floor for approximately 10
minutes. Findings include:
I. Observation
An observation of a medication pass at the facility
on 5/26/21 beginning at 6:33 am was conducted
with the licensed practical nurse (LPN) on duty.
The medication cart, cabinet and record book
was kept in the living room. She began with
individual #1's medication. The LPN opened the
book containing the medication administration
records (MARs) and turned to individual #1. The first step she completed was cross referencing
each medication package with the corresponding
MAR entry. Next, while cross referencing the
MAR she placed each medication in a small
plastic cup either by popping it out of a bubble
pack, removing it from a bottle or taking it out of a
package. After she popped out two Lamictal 150
milligram (mg) pills into the plastic medication
cup, she turned the pill card over. The next
medication card underneath the Lamictal pill card;
magnesium oxide 400 mg, contained two loose
pills on top of the card. Upon closer examination,
the LPN was able to determine the pills were two
150mg Lamictal pills. As she was trying to
determine what the loose pills were she picked up
the magnesium oxide medication card and the
two loose pills fell. One pill fell into the medication
cup filled with individual #1's prepared medication
and the other one fell onto the ground. The LPN
removed the pill that fell into the medication cup
with a spoon. She looked around on the floor for
the second pill and did not find it. Directly
following, at 6:54 am, the LPN locked the
medication cart and walked across the room to
where individual #1 was seated to administer her
medication.
At 6:57 am the LPN finished administering
individual #1's medications and walked back
toward the medication cart. As she approached
the cart she looked down and said, ""look there is
the other pill."" She proceeded to doff her gloves,
sanitize her hands and don new gloves. As she
picked up the stethoscope, she explained that
she needed to check individual #1's heart rate,
lungs, status of lower extremity edema and ask
her questions pertaining to potential side effects
from the psychotropic medication she took. The
LPN walked past the pill on the ground and
across the room to individual #1 to complete the aforementioned tasks. At 7:01 am, the LPN
walked past the pill a second time, without picking
the pill up and continued walking to the
medication cart. She signed individual #1's
MARs. At 7:04 am the LPN walked past the pill
on the ground for a third time without picking it
up. One minute later this surveyor approached
the LPN and asked her to pick the pill up off the
ground and secure it, as it could be a potential
health hazard if an individual decided to ingest
the pill. She explained that she was conflicted on
how to proceed once the pill was noticed on the
ground. She said she wasn't sure if she should
contaminate her hands and pick the pill up, or
continue with her medication pass and pick the
pill up when she was done passing all the
individual's medications. Additionally, she
reported she was uncertain how to handle the
dropped medication other than informing the
house nurse that it occurred.
II. Record review
A. Review of individual #1's record revealed
physician's orders dated 4/26/21. Among the
medications listed was an order for Lamictal 150
mg tab, take two tabs (300 mg) by mouth twice
daily for seizures.
B. The facility's policy on medication procedures,
dated 1/17/19 was also reviewed. Section E, part
VI of the policy read, ""While administering the
medication, staff should never leave the
medication unattended.""
C. The facility's policy on medication disposal,
dated 12/13/19 documented the facility's
procedure on how to handle a medication that
was dropped on the ground. The purpose of the
policy included the following statement; ""To support safe and effective medication
management. Prevent accidental exposure or
misappropriation of medicine."" Additionally, in
pertinent part the policy read, ""medications that
are ... dropped to the floor...must be destroyed or
disposed of.""
III. Interview
The house nurse was interviewed on 5/26/21
beginning at 7:40 a.m. When asked if the LPN on
duty this morning reported individual #1's
unexplained loose lamictal tabs and subsequent
issues that arose during the morning medication
pass, the house nurse said she was aware that a
medication locked in the top drawer of the
medication cart needed to be destroyed, but that
was the extent of her knowledge concerning the
morning events. After the house nurse was
informed of the events surrounding the morning
medication pass, she confirmed the LPN
exhibited a critical error in judgment when she
chose to continue with her medication pass
without securing the loose medication on the
ground. Further, the house nurse stated she
needed to retrain the LPN on the facility's policy
concerning dropped medication and ensuring all
medications were kept secure to prevent
accidental ingestion by an individual living in the
home. She also stated she would need to
investigate the origin of the loose pills."
f98eb131-52ff-4ab0-a66e-b4e5515d2474,bddf2b46-cae0-4780-87d9-76e14d4322c8,Safety / Facilities,W382,,"DRUG STORAGE AND RECORDKEEPING
CFR(s): 483.460(l)(2)
The facility must keep all drugs and biologicals
locked except when being prepared for
administration.
This STANDARD is not met as evidenced by:
Specifically, a
loose medication dropped on the floor during
medication administration preparation and was
left unsecure on the floor for approximately 10
minutes."
9f179079-c402-45b8-a934-c42b8efac2f4,912591ed-03be-4f21-8c3c-fabbee27ad55,Safety / Facilities,E006,,"During a tour of the facility and interview with staff
on 8/2/21, the facility's automatic fire sprinkler
system was observed."
3c77116f-a037-4892-abd6-0cb1389120c7,912591ed-03be-4f21-8c3c-fabbee27ad55,Safety / Facilities,E032,,"On 7/21/21. during document review and
interview with the Area Director (AD) and
Qualified Intellectual Disabilities Professional
(QIDP), the surveyor requested to see primary
and alternate means of communication listed in
the communication plan."
c1596e67-1f9b-4009-afa6-602242e34817,217343cf-3025-4c87-a887-5b139aa1da10,Safety / Facilities,E033,,Facility failed to provide documentation on their method for sharing/releasing necessary client information and method of documentation in the event of emergency with other health providers to maintain the continuity of care and providing  information about the general condition and location of clients under the facility's care.
ed91682e-1423-4fc0-901d-cdbaa5e7a2a5,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W120,,"A. The Interdisciplinary Team will meet and review COVID-19 Risk and Safety Assessment for Return to Day Program to determine level of risk for Client 2 to return to program by 9/13/21.  

B. Regional Nursing Director and Regional Director will review and approve all risk assessments.  

C. 9/13/21  "
8c36e2a7-4fe4-413f-af04-e909682d4096,3cd830fa-9fce-4207-8751-d9162c29853b,Safety / Facilities,W331,,"The facility will ensure the necessary nursing services will be provided for Client 1 and all others in the facility. 

On 9/11/21 the Client 1 was weighted. His weight was within a target weight range. The weights will continue to be taken once a week. If any gain or loss over 2lbs noticed with a Client 1 it will be reported to the Register Dietitian and Primary Care Physician.

The weights were taken for clients 2,3,4,5 and 6. There was no deficient practice found with other clients. 

By 9/25/21 the Registered Nurse will provide an in-service training to ensure that each staff knows how to take weights for each client and how to document it electronically.

The Registered Nurse, Program Manager and QIDP will monitor weights for the Client 1 and all others weekly. The weights for Client 1 and others will be reported to the management stand up meeting which is held once a week.
"
f618eda1-d495-4377-bec0-aa2b70b0fade,3cd830fa-9fce-4207-8751-d9162c29853b,Safety / Facilities,W336,,"The facilities will ensure that the system for drug administration must assure that all drugs including those that are self-administered are administered without error.

The facility will ensure that all medications will be administered as per the prescriber’s order including laxative medication for Client 1.

There was no deficient practice found with the other clients.

By 9/25/21 the Registered Nurse will provide in-service training for staff in the home to ensure that each staff knows how to administer a laxative medication for Client 1.

The Registered Nurse, Program Manager and QIDP will monitor passing the medication for Client 1 and other clients doing their unannounced visit once a month."
d48fa8f6-e110-4fb3-a41a-a3796d4dfd07,3cd830fa-9fce-4207-8751-d9162c29853b,Safety / Facilities,W371,,"The facility will ensure that the Client 2 participates in the self-administration of medication to the stand of her capabilities.

By 9/25/21 the team consisted of Registered Nurse, Program Manager and QIDP will provide in-service training for the staff in the home to ensure they provide opportunities for Client 2 when self-administering medication.

There was no deficient practice found with the other clients.

The Registered Nurse, Program Manager and QIDP will monitor self-administration medication program once a month during their unannounced visit to the facility.
"
1021764e-8557-4e8f-a22f-8e9ed3b891d9,3cd830fa-9fce-4207-8751-d9162c29853b,Safety / Facilities,W460,,"The facility will ensure that each client will receive a nourishing, well-balanced diet including modified specially prescribed diet. The facility will ensure that Client 4 is provided with food items as per facilities menu and supplements as per physician order. 

a) By 9/25/21 the Registered Nurse will provide an in service for staff in the facility to ensure each staff knows that protein milk needs be served for Client 4.

There was no deficient practice found with the other clients.

The Program Manager, Registered Nurse and QIDP will monitor meal preparation and serving once a month during their unannounced visit to the facility.

b). The facility will ensure that the Client4 is served of pudding as per physician.

By 9/25/21 the Registered Nurse will provide an in service for staff in the facility to ensure each staff knows that pudding needs be served for Client 4 two times a day. 

There was no deficient practice found with the other clients.

The Program Manager, Registered Nurse and QIDP will monitor meal preparation and serving once a month during their unannounced visit to the facility
"
49956159-0961-4922-91fc-7f92510d9887,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W124,,"A. QIDP will ensure that Client 1 and family are informed of Client 1’s serious side effects of the psychotropic medication. QIDP will update Client 1’s informed consent to include black box warnings for Client 1’s medication for medication Escitalopram and serious side effects of Buspirone and will also include the previous treatments, results, and the voluntary nature of the consent by 9/13/21. 
B. QIDP to update Client 1’s informed consent. AD will in-service QIDP and informed consent and monitor quarterly informed consents on a quarterly basis and document on electronic record system. 
C. 9/13/21"
8c2b8fc6-4ec8-42a0-bcd0-a69e503da298,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W222,,"A. QIDP will ensure that Client 1’s Cognitive Development assessment is completed and up to date by 9/13/21. Area Director will in-service QIDP on ensuring that CFA’s are completed and updated as necessary.  

B. QIDP to complete and update CFAs as needed. AD will monitor CFA’s quarterly and document in electronic record system.  

C. 9/13/21 "
e168bf10-eacb-4e2a-bca3-9f30b4e435f2,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W223,,"A.  The QIDP to complete and update the sexual abuse risk assessment in the CFA for Client 1 and 6. QIDP will also complete and update the Social Development assessment for Client 1. Area Director will in-service QIDP on ensuring that CFA’s are completed and updated as necessary. 

B. QIDP to complete and update CFAs as needed. AD will monitor CFA’s quarterly and document in electronic record system. 

C. 9/13/21 "
5efd3157-d551-4206-ad48-a2d237ff3e06,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W224,,"A. QIDP to complete Adaptive Behavior, Independent Living Skills, Financial Assessment, and Safety assessment for Client 1 by 9/13/21. Area Director will in-service QIDP and RN on ensuring that CFA’s are completed and updated as necessary. 

B. QIDP and RN to complete and update CFAs as needed. AD will monitor CFA’s quarterly and document in electronic record system. 

C. 9/13/21 "
